fecha;Run Fondo;serie;"1M";"3M";"6M";"1Y";ytd
2023-02-01;9649;APV;0.20%;3.45%;2.75%;10.63%;0.26%
2023-02-02;9649;APV;0.15%;3.38%;2.62%;10.45%;0.25%
2023-02-03;9649;APV;0.35%;3.38%;2.73%;10.43%;0.32%
2023-02-04;9649;APV;0.20%;3.16%;2.73%;10.35%;0.33%
2023-02-05;9649;APV;0.20%;3.15%;2.83%;10.34%;0.35%
2023-02-06;9649;APV;0.26%;3.13%;2.82%;10.32%;0.36%
2023-02-07;9649;APV;0.12%;2.85%;2.68%;10.20%;0.25%
2023-02-08;9649;APV;0.09%;2.52%;2.65%;9.87%;0.25%
2023-02-09;9649;APV;0.08%;2.11%;2.73%;9.84%;0.26%
2023-02-10;9649;APV;0.05%;1.53%;2.65%;10.12%;0.26%
2023-02-11;9649;APV;-0.01%;1.26%;2.67%;10.43%;0.29%
2023-02-12;9649;APV;-0.17%;1.27%;2.68%;10.42%;0.32%
2023-02-13;9649;APV;-0.27%;1.17%;2.56%;10.28%;0.24%
2023-02-14;9649;APV;-0.38%;0.91%;2.44%;10.03%;0.15%
2023-02-15;9649;APV;-0.40%;0.36%;2.40%;10.14%;0.15%
2023-02-16;9649;APV;-0.39%;0.22%;2.62%;10.26%;0.16%
2023-02-17;9649;APV;-0.46%;0.21%;2.61%;10.22%;0.09%
2023-02-18;9649;APV;-0.32%;0.19%;2.78%;10.39%;0.12%
2023-02-19;9649;APV;-0.47%;0.20%;2.89%;10.38%;0.15%
2023-02-20;9649;APV;-0.31%;0.21%;2.89%;10.38%;0.19%
2023-02-21;9649;APV;-0.40%;-0.21%;2.78%;10.26%;0.11%
2023-02-22;9649;APV;-0.51%;-0.29%;3.04%;10.24%;0.03%
2023-02-23;9649;APV;-0.47%;-0.07%;3.29%;10.36%;0.10%
2023-02-24;9649;APV;-0.11%;0.30%;3.62%;10.29%;0.39%
2023-02-25;9649;APV;-0.07%;0.32%;3.62%;10.10%;0.42%
2023-02-26;9649;APV;-0.09%;0.33%;3.65%;10.10%;0.45%
2023-02-27;9649;APV;0.11%;0.56%;3.87%;10.33%;0.70%
2023-02-28;9649;APV;0.13%;0.71%;3.88%;10.44%;0.74%
2023-03-01;9649;APV;0.27%;0.36%;3.82%;9.93%;0.54%
2023-03-02;9649;APV;0.26%;0.25%;3.54%;9.66%;0.51%
2023-03-03;9649;APV;0.39%;0.43%;3.71%;9.94%;0.71%
2023-03-04;9649;APV;0.40%;0.44%;3.70%;9.86%;0.74%
2023-03-05;9649;APV;0.41%;0.47%;3.58%;9.85%;0.77%
2023-03-06;9649;APV;0.35%;0.66%;3.53%;9.75%;0.71%
2023-03-07;9649;APV;0.42%;0.71%;3.79%;9.55%;0.67%
2023-03-08;9649;APV;0.36%;0.63%;3.79%;9.62%;0.62%
2023-03-09;9649;APV;0.20%;0.53%;3.53%;9.22%;0.46%
2023-03-10;9649;APV;0.23%;0.53%;3.52%;8.99%;0.49%
2023-03-11;9649;APV;0.21%;0.50%;3.50%;9.18%;0.50%
2023-03-12;9649;APV;0.19%;0.61%;3.36%;9.18%;0.51%
2023-03-13;9649;APV;0.70%;0.90%;3.76%;9.64%;0.94%
2023-03-14;9649;APV;0.71%;0.72%;3.57%;9.67%;0.86%
2023-03-15;9649;APV;0.95%;1.00%;3.84%;10.10%;1.11%
2023-03-16;9649;APV;1.03%;1.10%;3.89%;10.08%;1.19%
2023-03-17;9649;APV;1.28%;1.24%;4.04%;10.38%;1.37%
2023-03-18;9649;APV;1.26%;1.22%;4.01%;10.23%;1.38%
2023-03-19;9649;APV;1.24%;1.39%;3.99%;10.23%;1.39%
2023-03-20;9649;APV;1.22%;1.43%;4.03%;10.24%;1.41%
2023-03-21;9649;APV;1.34%;1.62%;4.18%;10.36%;1.45%
2023-03-22;9649;APV;1.29%;1.58%;4.36%;10.29%;1.32%
2023-03-23;9649;APV;1.25%;1.54%;4.45%;10.33%;1.35%
2023-03-24;9649;APV;1.18%;1.72%;4.63%;10.60%;1.57%
2023-03-25;9649;APV;1.16%;1.70%;4.61%;10.67%;1.58%
2023-03-26;9649;APV;1.13%;1.72%;4.92%;10.67%;1.59%
2023-03-27;9649;APV;0.68%;1.48%;5.13%;10.43%;1.38%
2023-03-28;9649;APV;0.71%;1.69%;5.49%;10.73%;1.46%
2023-03-29;9649;APV;0.68%;1.50%;5.67%;10.52%;1.42%
2023-03-30;9649;APV;0.91%;1.66%;5.90%;10.48%;1.66%
2023-03-31;9649;APV;0.99%;1.71%;5.98%;10.31%;1.75%
2023-04-01;9649;APV;1.21%;1.69%;5.95%;10.15%;1.76%
2023-04-02;9649;APV;1.25%;1.67%;5.93%;10.15%;1.77%
2023-04-03;9649;APV;1.38%;2.13%;6.23%;10.50%;2.10%
2023-04-04;9649;APV;1.38%;1.99%;6.32%;10.33%;2.12%
2023-04-05;9649;APV;1.23%;1.86%;6.31%;10.12%;2.01%
2023-04-06;9649;APV;1.63%;2.25%;6.97%;10.38%;2.35%
2023-04-07;9649;APV;1.68%;2.23%;7.02%;10.21%;2.36%
2023-04-08;9649;APV;1.75%;2.20%;7.00%;9.76%;2.37%
2023-04-09;9649;APV;1.92%;2.20%;6.97%;9.75%;2.38%
2023-04-10;9649;APV;1.87%;2.15%;6.92%;9.68%;2.37%
2023-04-11;9649;APV;1.71%;1.91%;7.00%;9.37%;2.22%
2023-04-12;9649;APV;1.51%;1.53%;6.75%;9.42%;2.03%
2023-04-13;9649;APV;0.90%;1.33%;6.28%;8.93%;1.85%
2023-04-14;9649;APV;1.06%;1.39%;6.19%;8.64%;1.93%
2023-04-15;9649;APV;0.85%;1.40%;6.19%;8.62%;1.97%
2023-04-16;9649;APV;0.80%;1.44%;6.20%;8.61%;2.00%
2023-04-17;9649;APV;0.60%;1.41%;5.62%;8.53%;1.97%
2023-04-18;9649;APV;0.49%;1.43%;5.37%;8.44%;1.88%
2023-04-19;9649;APV;0.33%;1.10%;5.34%;8.14%;1.73%
2023-04-20;9649;APV;0.17%;1.08%;5.29%;7.98%;1.59%
2023-04-21;9649;APV;0.06%;0.99%;4.96%;8.07%;1.52%
2023-04-22;9649;APV;0.23%;1.01%;4.97%;7.94%;1.55%
2023-04-23;9649;APV;0.23%;1.01%;4.98%;7.93%;1.59%
2023-04-24;9649;APV;0.18%;1.25%;5.22%;8.05%;1.75%
2023-04-25;9649;APV;0.13%;1.22%;5.08%;7.79%;1.71%
2023-04-26;9649;APV;-0.01%;1.04%;4.86%;7.94%;1.59%
2023-04-27;9649;APV;0.25%;1.04%;4.98%;7.93%;1.64%
2023-04-28;9649;APV;0.29%;1.14%;5.12%;7.71%;1.75%
2023-04-29;9649;APV;0.36%;1.16%;5.12%;7.96%;1.79%
2023-04-30;9649;APV;0.16%;1.18%;5.13%;7.95%;1.83%
2023-05-01;9649;APV;0.11%;1.60%;5.10%;7.93%;1.87%
2023-05-02;9649;APV;0.05%;1.57%;5.00%;7.92%;1.82%
2023-05-03;9649;APV;-0.26%;1.51%;4.94%;7.90%;1.83%
2023-05-04;9649;APV;-0.34%;1.43%;4.64%;7.63%;1.77%
2023-05-05;9649;APV;-0.33%;1.32%;4.51%;7.81%;1.68%
2023-05-06;9649;APV;-0.62%;1.35%;4.52%;8.22%;1.72%
2023-05-07;9649;APV;-0.59%;1.50%;4.39%;8.21%;1.75%
2023-05-08;9649;APV;-0.64%;1.46%;4.02%;8.12%;1.72%
2023-05-09;9649;APV;-0.75%;1.35%;3.48%;8.40%;1.61%
2023-05-10;9649;APV;-0.68%;1.41%;2.95%;8.49%;1.67%
2023-05-11;9649;APV;-0.51%;1.41%;2.69%;8.53%;1.70%
2023-05-12;9649;APV;-0.49%;1.21%;2.50%;8.20%;1.53%
2023-05-13;9649;APV;-0.29%;1.31%;2.50%;8.06%;1.55%
2023-05-14;9649;APV;-0.35%;1.42%;2.34%;8.04%;1.57%
2023-05-15;9649;APV;-0.54%;1.27%;1.63%;7.84%;1.42%
2023-05-16;9649;APV;-0.45%;1.38%;1.60%;7.88%;1.54%
2023-05-17;9649;APV;-0.33%;1.55%;1.76%;7.71%;1.64%
2023-05-18;9649;APV;-0.29%;1.46%;1.65%;7.84%;1.58%
2023-05-19;9649;APV;-0.19%;1.38%;1.58%;7.73%;1.53%
2023-05-20;9649;APV;-0.04%;1.36%;1.58%;7.70%;1.55%
2023-05-21;9649;APV;0.05%;1.45%;1.24%;7.69%;1.57%
2023-05-22;9649;APV;-0.02%;1.50%;1.20%;7.61%;1.53%
2023-05-23;9649;APV;-0.21%;1.28%;1.21%;7.25%;1.38%
2023-05-24;9649;APV;-0.26%;1.10%;1.40%;7.16%;1.49%
2023-05-25;9649;APV;-0.34%;0.94%;1.27%;6.93%;1.37%
2023-05-26;9649;APV;-0.37%;0.76%;1.09%;6.76%;1.21%
2023-05-27;9649;APV;-0.40%;0.53%;1.09%;6.66%;1.23%
2023-05-28;9649;APV;-0.49%;0.50%;1.22%;6.64%;1.25%
2023-05-29;9649;APV;-0.43%;0.60%;1.34%;6.71%;1.35%
2023-05-30;9649;APV;-0.44%;0.63%;1.45%;6.63%;1.38%
2023-05-31;9649;APV;-0.29%;0.79%;1.60%;6.72%;1.54%
2023-06-01;9649;APV;-0.31%;1.01%;1.37%;6.77%;1.55%
2023-06-02;9649;APV;-0.18%;1.12%;1.37%;6.84%;1.63%
2023-06-03;9649;APV;-0.18%;0.94%;1.37%;6.95%;1.65%
2023-06-04;9649;APV;-0.10%;0.93%;1.37%;6.93%;1.67%
2023-06-05;9649;APV;0.15%;1.05%;1.53%;7.06%;1.83%
2023-06-06;9649;APV;0.14%;1.14%;1.81%;6.98%;1.86%
2023-06-07;9649;APV;0.19%;1.27%;1.99%;6.97%;1.95%
2023-06-08;9649;APV;0.09%;1.19%;1.84%;7.10%;1.82%
2023-06-09;9649;APV;0.23%;1.38%;1.91%;7.33%;1.84%
2023-06-10;9649;APV;0.19%;1.37%;1.90%;7.37%;1.86%
2023-06-11;9649;APV;0.17%;1.37%;1.88%;7.36%;1.88%
2023-06-12;9649;APV;0.57%;1.59%;2.21%;7.56%;2.11%
2023-06-13;9649;APV;0.63%;1.24%;2.16%;7.85%;2.20%
2023-06-14;9649;APV;0.61%;1.32%;2.05%;7.90%;2.20%
2023-06-15;9649;APV;1.02%;1.33%;2.34%;7.88%;2.45%
2023-06-16;9649;APV;0.99%;1.35%;2.46%;7.96%;2.55%
2023-06-17;9649;APV;0.91%;1.18%;2.44%;7.86%;2.57%
2023-06-18;9649;APV;0.98%;1.19%;2.42%;7.84%;2.58%
2023-06-19;9649;APV;1.14%;1.28%;2.68%;7.91%;2.68%
2023-06-20;9649;APV;1.38%;1.52%;2.97%;7.94%;2.95%
2023-06-21;9649;APV;1.38%;1.49%;3.14%;7.92%;2.97%
2023-06-22;9649;APV;1.41%;1.62%;3.23%;7.60%;2.96%
2023-06-23;9649;APV;1.51%;1.54%;3.10%;7.28%;2.91%
2023-06-24;9649;APV;1.42%;1.34%;3.08%;7.02%;2.93%
2023-06-25;9649;APV;1.55%;1.34%;3.06%;7.00%;2.94%
2023-06-26;9649;APV;1.72%;1.34%;3.09%;6.99%;2.95%
2023-06-27;9649;APV;1.71%;1.56%;3.06%;6.96%;2.96%
2023-06-28;9649;APV;1.61%;1.40%;3.12%;6.92%;2.88%
2023-06-29;9649;APV;1.56%;1.49%;3.01%;6.87%;2.94%
2023-06-30;9649;APV;1.60%;1.32%;3.00%;6.70%;3.00%
2023-07-01;9649;APV;1.44%;1.24%;2.95%;6.60%;3.02%
2023-07-02;9649;APV;1.38%;1.24%;2.93%;6.58%;3.03%
2023-07-03;9649;APV;1.54%;1.10%;3.25%;6.74%;3.22%
2023-07-04;9649;APV;1.47%;1.02%;3.03%;6.70%;3.17%
2023-07-05;9649;APV;1.17%;0.98%;2.86%;6.24%;3.02%
2023-07-06;9649;APV;1.13%;0.65%;2.91%;6.08%;3.01%
2023-07-07;9649;APV;0.84%;0.43%;2.66%;5.66%;2.80%
2023-07-08;9649;APV;0.98%;0.43%;2.64%;5.80%;2.81%
2023-07-09;9649;APV;0.97%;0.43%;2.64%;5.78%;2.83%
2023-07-10;9649;APV;0.99%;0.49%;2.65%;5.80%;2.87%
2023-07-11;9649;APV;1.00%;0.66%;2.58%;5.78%;2.89%
2023-07-12;9649;APV;0.68%;0.76%;2.31%;5.73%;2.81%
2023-07-13;9649;APV;0.96%;1.30%;2.65%;6.06%;3.17%
2023-07-14;9649;APV;1.02%;1.29%;2.70%;6.23%;3.24%
2023-07-15;9649;APV;0.78%;1.26%;2.68%;6.28%;3.25%
2023-07-16;9649;APV;0.69%;1.23%;2.69%;6.26%;3.26%
2023-07-17;9649;APV;1.06%;1.65%;3.09%;6.65%;3.66%
2023-07-18;9649;APV;0.97%;1.66%;3.12%;6.35%;3.57%
2023-07-19;9649;APV;0.84%;1.78%;2.90%;6.22%;3.54%
2023-07-20;9649;APV;0.47%;1.82%;2.92%;6.12%;3.43%
2023-07-21;9649;APV;0.52%;1.95%;2.96%;6.13%;3.50%
2023-07-22;9649;APV;0.52%;1.92%;2.95%;6.17%;3.50%
2023-07-23;9649;APV;0.58%;1.89%;2.92%;6.15%;3.51%
2023-07-24;9649;APV;0.61%;1.77%;3.04%;6.17%;3.55%
2023-07-25;9649;APV;0.77%;1.98%;3.23%;6.24%;3.73%
2023-07-26;9649;APV;0.67%;2.03%;3.09%;6.33%;3.64%
2023-07-27;9649;APV;0.63%;1.94%;3.00%;6.40%;3.61%
2023-07-28;9649;APV;1.02%;2.14%;3.31%;6.58%;3.94%
2023-07-29;9649;APV;0.97%;2.11%;3.29%;6.51%;3.94%
2023-07-30;9649;APV;0.92%;2.08%;3.28%;6.49%;3.95%
2023-07-31;9649;APV;1.46%;2.63%;4.10%;7.03%;4.51%
2023-01-31;9765;APV;0.62%;0.62%;0.62%;0.62%;0.62%
2023-02-01;9765;APV;0.65%;0.65%;0.65%;0.65%;0.65%
2023-02-02;9765;APV;0.68%;0.68%;0.68%;0.68%;0.68%
2023-02-03;9765;APV;0.69%;0.69%;0.69%;0.69%;0.69%
2023-02-04;9765;APV;0.72%;0.72%;0.72%;0.72%;0.72%
2023-02-05;9765;APV;0.74%;0.74%;0.74%;0.74%;0.74%
2023-02-06;9765;APV;0.76%;0.76%;0.76%;0.76%;0.76%
2023-02-07;9765;APV;0.76%;0.79%;0.79%;0.79%;0.79%
2023-02-08;9765;APV;0.77%;0.82%;0.82%;0.82%;0.82%
2023-02-09;9765;APV;0.75%;0.84%;0.84%;0.84%;0.84%
2023-02-10;9765;APV;0.74%;0.85%;0.85%;0.85%;0.85%
2023-02-11;9765;APV;0.73%;0.88%;0.88%;0.88%;0.88%
2023-02-12;9765;APV;0.71%;0.91%;0.91%;0.91%;0.91%
2023-02-13;9765;APV;0.71%;0.93%;0.93%;0.93%;0.93%
2023-02-14;9765;APV;0.71%;0.95%;0.95%;0.95%;0.95%
2023-02-15;9765;APV;0.70%;0.97%;0.97%;0.97%;0.97%
2023-02-16;9765;APV;0.69%;0.99%;0.99%;0.99%;0.99%
2023-02-17;9765;APV;0.70%;1.02%;1.02%;1.02%;1.02%
2023-02-18;9765;APV;0.70%;1.05%;1.05%;1.05%;1.05%
2023-02-19;9765;APV;0.71%;1.07%;1.07%;1.07%;1.07%
2023-02-20;9765;APV;0.71%;1.10%;1.10%;1.10%;1.10%
2023-02-21;9765;APV;0.70%;1.11%;1.11%;1.11%;1.11%
2023-02-22;9765;APV;0.70%;1.14%;1.14%;1.14%;1.14%
2023-02-23;9765;APV;0.69%;1.16%;1.16%;1.16%;1.16%
2023-02-24;9765;APV;0.70%;1.19%;1.19%;1.19%;1.19%
2023-02-25;9765;APV;0.71%;1.21%;1.21%;1.21%;1.21%
2023-02-26;9765;APV;0.72%;1.24%;1.24%;1.24%;1.24%
2023-02-27;9765;APV;0.72%;1.27%;1.27%;1.27%;1.27%
2023-02-28;9765;APV;0.72%;1.29%;1.29%;1.29%;1.29%
2023-03-01;9765;APV;0.66%;1.32%;1.32%;1.32%;1.32%
2023-03-02;9765;APV;0.66%;1.34%;1.34%;1.34%;1.34%
2023-03-03;9765;APV;0.67%;1.37%;1.37%;1.37%;1.37%
2023-03-04;9765;APV;0.67%;1.39%;1.39%;1.39%;1.39%
2023-03-05;9765;APV;0.67%;1.42%;1.42%;1.42%;1.42%
2023-03-06;9765;APV;0.68%;1.44%;1.44%;1.44%;1.44%
2023-03-07;9765;APV;0.68%;1.47%;1.47%;1.47%;1.47%
2023-03-08;9765;APV;0.65%;1.48%;1.48%;1.48%;1.48%
2023-03-09;9765;APV;0.65%;1.50%;1.50%;1.50%;1.50%
2023-03-10;9765;APV;0.66%;1.52%;1.52%;1.52%;1.52%
2023-03-11;9765;APV;0.66%;1.54%;1.54%;1.54%;1.54%
2023-03-12;9765;APV;0.65%;1.57%;1.57%;1.57%;1.57%
2023-03-13;9765;APV;0.67%;1.60%;1.60%;1.60%;1.60%
2023-03-14;9765;APV;0.66%;1.62%;1.62%;1.62%;1.62%
2023-03-15;9765;APV;0.67%;1.65%;1.65%;1.65%;1.65%
2023-03-16;9765;APV;0.67%;1.67%;1.67%;1.67%;1.67%
2023-03-17;9765;APV;0.67%;1.70%;1.70%;1.70%;1.70%
2023-03-18;9765;APV;0.67%;1.72%;1.72%;1.72%;1.72%
2023-03-19;9765;APV;0.67%;1.75%;1.75%;1.75%;1.75%
2023-03-20;9765;APV;0.67%;1.78%;1.78%;1.78%;1.78%
2023-03-21;9765;APV;0.68%;1.80%;1.80%;1.80%;1.80%
2023-03-22;9765;APV;0.68%;1.83%;1.83%;1.83%;1.83%
2023-03-23;9765;APV;0.69%;1.86%;1.86%;1.86%;1.86%
2023-03-24;9765;APV;0.69%;1.89%;1.89%;1.89%;1.89%
2023-03-25;9765;APV;0.69%;1.91%;1.91%;1.91%;1.91%
2023-03-26;9765;APV;0.69%;1.94%;1.94%;1.94%;1.94%
2023-03-27;9765;APV;0.69%;1.96%;1.96%;1.96%;1.96%
2023-03-28;9765;APV;0.69%;2.00%;2.00%;2.00%;2.00%
2023-03-29;9765;APV;0.72%;2.02%;2.02%;2.02%;2.02%
2023-03-30;9765;APV;0.75%;2.05%;2.05%;2.05%;2.05%
2023-03-31;9765;APV;0.77%;2.07%;2.07%;2.07%;2.07%
2023-04-01;9765;APV;0.77%;2.10%;2.10%;2.10%;2.10%
2023-04-02;9765;APV;0.77%;2.12%;2.12%;2.12%;2.12%
2023-04-03;9765;APV;0.78%;2.16%;2.16%;2.16%;2.16%
2023-04-04;9765;APV;0.78%;2.18%;2.18%;2.18%;2.18%
2023-04-05;9765;APV;0.78%;2.21%;2.21%;2.21%;2.21%
2023-04-06;9765;APV;0.79%;2.24%;2.24%;2.24%;2.24%
2023-04-07;9765;APV;0.79%;2.24%;2.27%;2.27%;2.27%
2023-04-08;9765;APV;0.81%;2.24%;2.30%;2.30%;2.30%
2023-04-09;9765;APV;0.82%;2.23%;2.33%;2.33%;2.33%
2023-04-10;9765;APV;0.82%;2.23%;2.35%;2.35%;2.35%
2023-04-11;9765;APV;0.81%;2.22%;2.37%;2.37%;2.37%
2023-04-12;9765;APV;0.81%;2.19%;2.39%;2.39%;2.39%
2023-04-13;9765;APV;0.80%;2.19%;2.42%;2.42%;2.42%
2023-04-14;9765;APV;0.80%;2.19%;2.44%;2.44%;2.44%
2023-04-15;9765;APV;0.80%;2.19%;2.47%;2.47%;2.47%
2023-04-16;9765;APV;0.81%;2.19%;2.50%;2.50%;2.50%
2023-04-17;9765;APV;0.81%;2.19%;2.52%;2.52%;2.52%
2023-04-18;9765;APV;0.81%;2.19%;2.54%;2.54%;2.54%
2023-04-19;9765;APV;0.80%;2.19%;2.57%;2.57%;2.57%
2023-04-20;9765;APV;0.80%;2.19%;2.59%;2.59%;2.59%
2023-04-21;9765;APV;0.80%;2.20%;2.62%;2.62%;2.62%
2023-04-22;9765;APV;0.81%;2.20%;2.65%;2.65%;2.65%
2023-04-23;9765;APV;0.80%;2.20%;2.68%;2.68%;2.68%
2023-04-24;9765;APV;0.80%;2.21%;2.70%;2.70%;2.70%
2023-04-25;9765;APV;0.81%;2.22%;2.73%;2.73%;2.73%
2023-04-26;9765;APV;0.81%;2.23%;2.76%;2.76%;2.76%
2023-04-27;9765;APV;0.81%;2.23%;2.79%;2.79%;2.79%
2023-04-28;9765;APV;0.81%;2.24%;2.82%;2.82%;2.82%
2023-04-29;9765;APV;0.81%;2.24%;2.85%;2.85%;2.85%
2023-04-30;9765;APV;0.81%;2.25%;2.88%;2.88%;2.88%
2023-05-01;9765;APV;0.79%;2.25%;2.91%;2.91%;2.91%
2023-05-02;9765;APV;0.80%;2.25%;2.94%;2.94%;2.94%
2023-05-03;9765;APV;0.80%;2.26%;2.97%;2.97%;2.97%
2023-05-04;9765;APV;0.80%;2.26%;3.00%;3.00%;3.00%
2023-05-05;9765;APV;0.80%;2.27%;3.03%;3.03%;3.03%
2023-05-06;9765;APV;0.80%;2.28%;3.06%;3.06%;3.06%
2023-05-07;9765;APV;0.80%;2.28%;3.09%;3.09%;3.09%
2023-05-08;9765;APV;0.80%;2.27%;3.12%;3.12%;3.12%
2023-05-09;9765;APV;0.79%;2.28%;3.14%;3.14%;3.14%
2023-05-10;9765;APV;0.80%;2.29%;3.17%;3.17%;3.17%
2023-05-11;9765;APV;0.81%;2.30%;3.20%;3.20%;3.20%
2023-05-12;9765;APV;0.81%;2.29%;3.22%;3.22%;3.22%
2023-05-13;9765;APV;0.82%;2.30%;3.25%;3.25%;3.25%
2023-05-14;9765;APV;0.83%;2.31%;3.28%;3.28%;3.28%
2023-05-15;9765;APV;0.82%;2.31%;3.30%;3.30%;3.30%
2023-05-16;9765;APV;0.82%;2.32%;3.33%;3.33%;3.33%
2023-05-17;9765;APV;0.82%;2.32%;3.37%;3.37%;3.37%
2023-05-18;9765;APV;0.82%;2.32%;3.39%;3.39%;3.39%
2023-05-19;9765;APV;0.83%;2.32%;3.42%;3.42%;3.42%
2023-05-20;9765;APV;0.83%;2.32%;3.45%;3.45%;3.45%
2023-05-21;9765;APV;0.84%;2.33%;3.48%;3.48%;3.48%
2023-05-22;9765;APV;0.84%;2.34%;3.51%;3.51%;3.51%
2023-05-23;9765;APV;0.83%;2.35%;3.53%;3.53%;3.53%
2023-05-24;9765;APV;0.85%;2.36%;3.57%;3.57%;3.57%
2023-05-25;9765;APV;0.83%;2.35%;3.59%;3.59%;3.59%
2023-05-26;9765;APV;0.83%;2.35%;3.62%;3.62%;3.62%
2023-05-27;9765;APV;0.84%;2.35%;3.65%;3.65%;3.65%
2023-05-28;9765;APV;0.84%;2.35%;3.68%;3.68%;3.68%
2023-05-29;9765;APV;0.84%;2.39%;3.71%;3.71%;3.71%
2023-05-30;9765;APV;0.84%;2.42%;3.74%;3.74%;3.74%
2023-05-31;9765;APV;0.88%;2.46%;3.78%;3.78%;3.78%
2023-06-03;9765;APV;0.89%;2.48%;3.88%;3.88%;3.88%
2023-06-04;9765;APV;0.89%;2.49%;3.91%;3.91%;3.91%
2023-06-05;9765;APV;0.90%;2.50%;3.95%;3.95%;3.95%
2023-06-06;9765;APV;0.89%;2.50%;3.98%;3.98%;3.98%
2023-06-07;9765;APV;0.90%;2.51%;4.01%;4.01%;4.01%
2023-06-08;9765;APV;0.90%;2.53%;4.05%;4.05%;4.05%
2023-06-09;9765;APV;0.93%;2.56%;4.10%;4.10%;4.10%
2023-06-10;9765;APV;0.93%;2.57%;4.13%;4.13%;4.13%
2023-06-11;9765;APV;0.93%;2.57%;4.16%;4.16%;4.16%
2023-06-12;9765;APV;0.93%;2.58%;4.19%;4.19%;4.19%
2023-06-13;9765;APV;0.94%;2.58%;4.22%;4.22%;4.22%
2023-06-14;9765;APV;0.95%;2.59%;4.26%;4.26%;4.26%
2023-06-15;9765;APV;0.97%;2.61%;4.30%;4.30%;4.30%
2023-06-16;9765;APV;0.97%;2.62%;4.34%;4.34%;4.34%
2023-06-17;9765;APV;0.97%;2.62%;4.36%;4.36%;4.36%
2023-06-18;9765;APV;0.97%;2.62%;4.39%;4.39%;4.39%
2023-06-19;9765;APV;0.97%;2.63%;4.42%;4.42%;4.42%
2023-06-20;9765;APV;1.00%;2.65%;4.48%;4.48%;4.48%
2023-06-21;9765;APV;1.00%;2.66%;4.51%;4.51%;4.51%
2023-06-22;9765;APV;0.99%;2.66%;4.53%;4.53%;4.53%
2023-06-23;9765;APV;0.99%;2.64%;4.55%;4.55%;4.55%
2023-06-24;9765;APV;0.97%;2.64%;4.58%;4.58%;4.58%
2023-06-25;9765;APV;0.98%;2.64%;4.61%;4.61%;4.61%
2023-06-26;9765;APV;0.98%;2.64%;4.63%;4.63%;4.63%
2023-06-27;9765;APV;0.98%;2.65%;4.67%;4.67%;4.67%
2023-06-28;9765;APV;0.97%;2.64%;4.69%;4.69%;4.69%
2023-06-29;9765;APV;0.96%;2.63%;4.70%;4.70%;4.70%
2023-06-30;9765;APV;0.95%;2.63%;4.73%;4.73%;4.73%
2023-07-01;9765;APV;0.90%;2.61%;4.76%;4.76%;4.76%
2023-07-02;9765;APV;0.90%;2.61%;4.79%;4.79%;4.79%
2023-07-03;9765;APV;0.91%;2.62%;4.83%;4.83%;4.83%
2023-07-04;9765;APV;0.90%;2.61%;4.85%;4.85%;4.85%
2023-07-05;9765;APV;0.88%;2.61%;4.87%;4.87%;4.87%
2023-07-06;9765;APV;0.87%;2.58%;4.88%;4.88%;4.88%
2023-07-07;9765;APV;0.87%;2.58%;4.89%;4.91%;4.91%
2023-07-08;9765;APV;0.86%;2.58%;4.89%;4.94%;4.94%
2023-07-09;9765;APV;0.84%;2.58%;4.88%;4.97%;4.97%
2023-07-10;9765;APV;0.83%;2.59%;4.88%;5.00%;5.00%
2023-07-11;9765;APV;0.84%;2.60%;4.87%;5.03%;5.03%
2023-07-12;9765;APV;0.83%;2.60%;4.85%;5.05%;5.05%
2023-07-13;9765;APV;0.84%;2.62%;4.87%;5.10%;5.10%
2023-07-14;9765;APV;0.83%;2.62%;4.86%;5.12%;5.12%
2023-07-15;9765;APV;0.81%;2.62%;4.86%;5.15%;5.15%
2023-07-16;9765;APV;0.81%;2.61%;4.86%;5.18%;5.18%
2023-07-17;9765;APV;0.81%;2.63%;4.88%;5.21%;5.21%
2023-07-18;9765;APV;0.82%;2.63%;4.88%;5.25%;5.25%
2023-07-19;9765;APV;0.81%;2.64%;4.89%;5.27%;5.27%
2023-07-20;9765;APV;0.79%;2.65%;4.90%;5.30%;5.30%
2023-07-21;9765;APV;0.78%;2.64%;4.89%;5.33%;5.33%
2023-07-22;9765;APV;0.79%;2.64%;4.89%;5.35%;5.35%
2023-07-23;9765;APV;0.80%;2.63%;4.90%;5.38%;5.38%
2023-07-24;9765;APV;0.79%;2.64%;4.90%;5.41%;5.41%
2023-07-25;9765;APV;0.80%;2.64%;4.92%;5.45%;5.45%
2023-07-26;9765;APV;0.81%;2.64%;4.93%;5.48%;5.48%
2023-07-27;9765;APV;0.79%;2.63%;4.92%;5.49%;5.49%
2023-07-28;9765;APV;0.83%;2.66%;4.95%;5.55%;5.55%
2023-07-29;9765;APV;0.84%;2.65%;4.95%;5.58%;5.58%
2023-07-30;9765;APV;0.83%;2.65%;4.96%;5.60%;5.60%
2023-07-31;9765;APV;0.92%;2.74%;5.04%;5.70%;5.70%
2023-01-31;9766;APV;-0.31%;-0.31%;-0.31%;-0.31%;-0.31%
2023-02-01;9766;APV;-0.29%;-0.29%;-0.29%;-0.29%;-0.29%
2023-02-02;9766;APV;-0.16%;-0.16%;-0.16%;-0.16%;-0.16%
2023-02-03;9766;APV;-0.23%;-0.23%;-0.23%;-0.23%;-0.23%
